sndr_msg_id,msg_fctn,settle_dte,trade_dte,fin_instrmnt_id,trd_place,deal_price,currency_cd,settle_status,settle_priority,party_priority
0cdc3e63-c838-49ed-a48a-9cbd4290b497,PREADVICE,2021-02-27,2021-02-24,US4592001014,SECM,360.2182225,USD,MATCHED,LOW,
0ce10aad-2c97-4e2a-92f5-c36b4b9fc1de,PREADVICE,2021-02-25,2021-02-24,US02376R1023,PRIM,51.76885309,INR,ERROR,HIGH,
0cfc2d72-d6d8-430e-b3ce-84ecc96fc520,PREADVICE,2021-02-27,2021-02-24,US0231351067,PRIM,21.99191693,GBP,ERROR,LOW,
0d0d4f6b-5e58-46a4-9734-5b9f641daa00,PREADVICE,2021-02-25,2021-02-24,US30303M1027,SECM,96.25863602,INR,MATCHED,HIGH,
0d105708-89d2-4def-acd6-bc791ae190f1,PREADVICE,2021-02-27,2021-02-24,US0231351067,OTCO,410.3098782,USD,ERROR,LOW,
0d31b616-0dee-4214-82b9-49dea265c794,PREADVICE,2021-02-26,2021-02-24,US1729674242,OTCO,208.1629164,USD,UNMATCHED,MEDIUM,
0d3ee524-908f-4878-9854-c6dda0fc0e4f,PREADVICE,2021-02-25,2021-02-24,US0378331005,SECM,511.2006008,GBP,MATCHED,HIGH,
0d56b077-0812-4b2a-a708-6aed7d4b2fd0,PREADVICE,2021-02-26,2021-02-24,US30303M1027,OTCO,60.66720699,GBP,MATCHED,MEDIUM,
0da6dedc-a395-4df3-9064-0082518097b7,PREADVICE,2021-02-27,2021-02-24,US30303M1027,SECM,493.5517282,INR,MATCHED,LOW,
0dc16bd0-558d-4198-8209-53231915c9aa,PREADVICE,2021-02-26,2021-02-24,US0378331005,SECM,15.63261498,GBP,MATCHED,MEDIUM,
0e9d8a79-0a1e-4973-bd01-04086afdf03d,PREADVICE,2021-02-26,2021-02-24,US02376R1023,SECM,356.010298,USD,ERROR,MEDIUM,
0ea0b297-bf74-401d-b68a-932c3fa73486,PREADVICE,2021-02-26,2021-02-24,US00724F1012,SECM,256.9572213,GBP,UNMATCHED,MEDIUM,
0eb2c565-ac0f-42a8-8a5f-04979abc0f13,PREADVICE,2021-02-25,2021-02-24,US4581401001,PRIM,230.7972582,USD,UNMATCHED,HIGH,
0ed09acc-86a3-4059-a944-823882762885,PREADVICE,2021-02-25,2021-02-24,US4581401001,OTCO,739.4296219,INR,MATCHED,HIGH,
0f897524-f540-441e-986f-23ab386411d6,PREADVICE,2021-02-25,2021-02-24,US0378331005,PRIM,3.975420876,USD,MATCHED,HIGH,
0fb3d117-c521-4296-b281-d3dfbb3fce05,PREADVICE,2021-02-25,2021-02-24,US17275R1023,OTCO,515.4687656,INR,UNMATCHED,HIGH,
0fc22c8a-6e17-40ea-89a1-dac0c5bea454,PREADVICE,2021-02-27,2021-02-24,US0378331005,SECM,317.0129177,GBP,MATCHED,LOW,
0fe842cf-37ec-443e-8727-5d310b0cb77b,PREADVICE,2021-02-26,2021-02-24,US02079K1079,SECM,213.6365606,INR,MATCHED,MEDIUM,
10b12d60-cdbf-4ebb-8362-5b742e6da3dd,PREADVICE,2021-02-25,2021-02-24,US4581401001,OTCO,63.51248373,USD,ERROR,HIGH,
10c0b5db-553b-4da7-95f9-b5e2cfcd908b,PREADVICE,2021-02-27,2021-02-24,US0231351067,PRIM,47.63756237,INR,MATCHED,LOW,
10c5e3a5-ad06-4c12-9c12-01f82d7ba5b9,PREADVICE,2021-02-26,2021-02-24,US4592001014,PRIM,59.13456163,INR,MATCHED,MEDIUM,
10e4edd0-c5db-4a12-a306-ee1d4d4a50a7,PREADVICE,2021-02-27,2021-02-24,US02376R1023,OTCO,30.04700189,GBP,MATCHED,LOW,
11436134-5bf4-4e16-9ad0-ef874c21b6ae,PREADVICE,2021-02-25,2021-02-24,US00724F1012,EXCH,795.8261665,INR,MATCHED,HIGH,
11acfb1c-011d-4efd-a8e3-84e9f40a9712,PREADVICE,2021-02-25,2021-02-24,US0378331005,SECM,18.55504915,INR,MATCHED,HIGH,
11c9b5c0-b8c1-4664-8848-a7fecc352c3c,PREADVICE,2021-02-26,2021-02-24,US1729674242,OTCO,172.335238,GBP,UNMATCHED,MEDIUM,
121374c7-53ce-4103-86c6-9f03c278c26d,PREADVICE,2021-02-27,2021-02-24,US17275R1023,SECM,88.18088456,GBP,MATCHED,LOW,
127b2e15-1c3d-49c8-9730-b6199c9eb283,PREADVICE,2021-02-26,2021-02-24,US30303M1027,EXCH,260.7293561,USD,MATCHED,MEDIUM,
12ab9348-40b2-45f6-b70b-1e42d97d5535,PREADVICE,2021-02-26,2021-02-24,US17275R1023,SECM,449.3117089,GBP,MATCHED,MEDIUM,
12b0bc8f-94c5-4b96-93ad-1b0d07c14966,PREADVICE,2021-02-26,2021-02-24,US0231351067,EXCH,359.5292325,GBP,MATCHED,MEDIUM,
12eb8fef-4300-4f97-89af-6b18cca61dde,PREADVICE,2021-02-27,2021-02-24,US17275R1023,OTCO,469.1394932,USD,MATCHED,LOW,
12f7c89f-9fa6-4556-b6dd-bf60250126c3,PREADVICE,2021-02-25,2021-02-24,US4592001014,EXCH,141.9756378,GBP,MATCHED,HIGH,
134492d1-59a3-419f-b581-b37038e526b7,PREADVICE,2021-02-26,2021-02-24,US0378331005,PRIM,169.0368655,USD,MATCHED,MEDIUM,
136fee17-26f7-4681-9b67-d9f4b6459216,PREADVICE,2021-02-27,2021-02-24,US17275R1023,OTCO,163.4407213,INR,MATCHED,LOW,
1426667a-327f-48c6-8d59-ce906c9cef23,PREADVICE,2021-02-27,2021-02-24,US30303M1027,PRIM,87.38346891,USD,MATCHED,LOW,
142fe28c-b902-411a-b853-2722a7b783a3,PREADVICE,2021-02-26,2021-02-24,US00724F1012,SECM,229.310062,GBP,UNMATCHED,MEDIUM,
14b68cd8-c9ef-4f41-bc18-6902ab9ddf2c,PREADVICE,2021-02-26,2021-02-24,US0378331005,OTCO,156.0005521,INR,MATCHED,MEDIUM,
152ede4f-a675-40e3-b3ee-474b4cc0e341,PREADVICE,2021-02-26,2021-02-24,US0231351067,OTCO,205.5933223,USD,MATCHED,MEDIUM,
1545441b-6b14-4105-aabe-51347afe3555,PREADVICE,2021-02-26,2021-02-24,US4581401001,EXCH,44.71232947,GBP,MATCHED,MEDIUM,
,PREADVICE,2021-02-24,2021-02-24,US02079K1079,OTCO,841.2130957,INR,UNMATCHED,HIGH,
15572981-4820-4092-907c-70bc565520f7,PREADVICE,2021-02-27,2021-02-24,US0378331005,SECM,464.9969302,USD,ERROR,LOW,
155acf3e-13c0-4bc5-9838-b45cd1ec1fd0,PREADVICE,2021-02-26,2021-02-24,US17275R1023,EXCH,573.9527495,INR,UNMATCHED,MEDIUM,
15624b8a-6034-4cc2-9cd2-10312585e5f5,PREADVICE,2021-02-27,2021-02-24,US02079K1079,SECM,795.6669987,USD,MATCHED,LOW,
157c40eb-3fe2-4cab-9a21-cdb1d8dc2cdf,PREADVICE,2021-02-25,2021-02-24,US30303M1027,SECM,419.0891168,USD,MATCHED,HIGH,
15a5e9ae-0738-4ba2-8e01-412ef85e991d,PREADVICE,2021-02-25,2021-02-24,US02079K1079,SECM,93.56290065,GBP,MATCHED,HIGH,
15aabd2e-c6d5-4762-9251-96e66e54a7cd,PREADVICE,2021-02-25,2021-02-24,US02376R1023,PRIM,827.7106391,USD,MATCHED,HIGH,
15f6bca7-a22c-46b4-a8d1-44704b338305,PREADVICE,2021-02-27,2021-02-24,US0231351067,OTCO,46.98234004,GBP,MATCHED,LOW,
16382c08-c161-426c-8910-eb18a8eb8700,PREADVICE,2021-02-27,2021-02-24,US4581401001,SECM,308.7252909,USD,MATCHED,LOW,
1671ea3f-665d-4f21-8f38-0b84477e8547,PREADVICE,2021-02-26,2021-02-24,US02376R1023,PRIM,13.48381171,GBP,ERROR,MEDIUM,
1707bc53-1091-4bf2-a93a-f3d75d4043a6,PREADVICE,2021-02-26,2021-02-24,US1729674242,SECM,376.2614061,USD,MATCHED,MEDIUM,
173bcdd4-b879-4c44-b656-d7e111cfa27d,PREADVICE,2021-02-26,2021-02-24,US02079K1079,OTCO,118.5858662,USD,MATCHED,MEDIUM,
189642a0-33cf-4fbd-8a89-fbd4d9036ca4,PREADVICE,2021-02-25,2021-02-24,US02079K1079,SECM,488.2206214,GBP,ERROR,HIGH,
18f051ad-1e99-432b-9275-919ee23cca16,PREADVICE,2021-02-25,2021-02-24,US02079K1079,EXCH,107.7044523,GBP,MATCHED,HIGH,
196fde8f-9138-4b9d-a74f-aebbff4596a8,PREADVICE,2021-02-25,2021-02-24,US0378331005,EXCH,89.58001927,INR,MATCHED,HIGH,
19764e74-d188-4167-906c-307fc727d14f,PREADVICE,2021-02-25,2021-02-24,US4581401001,OTCO,504.0512034,GBP,MATCHED,HIGH,
1a7c4c23-9d4a-4d86-adbc-cd9c47facb31,PREADVICE,2021-02-25,2021-02-24,US30303M1027,OTCO,698.7950996,GBP,MATCHED,HIGH,
1aa8c33f-9ff3-471d-b90a-395d7dde9e83,PREADVICE,2021-02-27,2021-02-24,US1729674242,OTCO,717.1076464,GBP,MATCHED,LOW,
1afcdf98-cbf9-469f-a9c9-04b8f513d0cc,PREADVICE,2021-02-26,2021-02-24,US02079K1079,EXCH,96.15038031,USD,MATCHED,MEDIUM,
1bb55565-0d63-412b-ac6b-90e5a30340d3,PREADVICE,2021-02-26,2021-02-24,US02079K1079,OTCO,566.7091708,GBP,ERROR,MEDIUM,
1c4ec97b-c755-440a-99b8-238a3b9125ad,PREADVICE,2021-02-25,2021-02-24,US17275R1023,EXCH,254.9184319,USD,MATCHED,HIGH,
1c8e9c79-6846-4da1-bf13-e6d61a19d664,PREADVICE,2021-02-25,2021-02-24,US17275R1023,PRIM,246.2823603,INR,UNMATCHED,HIGH,
1cccf58c-e9d6-4868-878c-b31fa96380c4,PREADVICE,2021-02-27,2021-02-24,US00724F1012,OTCO,228.5635923,USD,ERROR,LOW,
1d01c5d5-47f4-49c1-9753-0d968f0ea3ef,PREADVICE,2021-02-26,2021-02-24,US1729674242,PRIM,40.14309658,USD,MATCHED,MEDIUM,
1d0c101d-03b3-4137-9d3e-6da48ca0e802,PREADVICE,2021-02-27,2021-02-24,US02079K1079,EXCH,251.6291648,INR,MATCHED,LOW,
1d0fab09-7098-4a80-8c2d-42bfb1a50833,PREADVICE,2021-02-26,2021-02-24,US1729674242,PRIM,7.112485263,USD,ERROR,MEDIUM,
1d1eb7f1-1005-406c-b1ef-cedb3ef9dcb0,PREADVICE,2021-02-27,2021-02-24,US02376R1023,OTCO,659.8139172,INR,MATCHED,LOW,
1d5257fb-50f6-499f-a2ed-bf4fed9acaae,PREADVICE,2021-02-26,2021-02-24,US4581401001,OTCO,98.51589567,GBP,UNMATCHED,MEDIUM,
1ec819ea-f79e-42b9-8cdc-8350379f6334,PREADVICE,2021-02-25,2021-02-24,US1729674242,OTCO,391.3852787,GBP,UNMATCHED,HIGH,
1f37cfd2-436a-4d3a-a8e1-9dcf53abfb55,PREADVICE,2021-02-26,2021-02-24,US30303M1027,PRIM,34.62480756,INR,MATCHED,MEDIUM,
1f508199-e615-49d2-84c5-2f78bcaeb70d,PREADVICE,2021-02-27,2021-02-24,US02079K1079,SECM,172.9635258,INR,ERROR,LOW,
1fb72090-f533-483e-aaab-db9a4fde9b4a,PREADVICE,2021-02-27,2021-02-24,US0378331005,OTCO,232.6010623,INR,MATCHED,LOW,
2000de5e-cb4b-48c9-9bd3-5670895edd0e,PREADVICE,2021-02-26,2021-02-24,US17275R1023,SECM,121.2320668,INR,MATCHED,MEDIUM,
20082f1a-2785-4aa2-82dd-201fdd6a0d42,PREADVICE,2021-02-25,2021-02-24,US00724F1012,PRIM,2.631699835,INR,MATCHED,HIGH,
20a1810b-f4ec-4dcb-8488-c8f8cd179d61,PREADVICE,2021-02-25,2021-02-24,US30303M1027,OTCO,419.7124199,INR,MATCHED,HIGH,
216b9b6d-f600-45a0-9e9c-f2988ef141fb,PREADVICE,2021-02-26,2021-02-24,US4581401001,EXCH,389.7804237,INR,MATCHED,MEDIUM,
0039b8b9-3964-4586-99e9-d1ae3d08ac45,PREADVICE,2021-02-25,2021-02-24,US0231351067,EXCH,724.9281542,USD,MATCHED,HIGH,
007aeb96-4ac8-4b6e-998a-67a9416ea700,PREADVICE,2021-02-25,2021-02-24,US02079K1079,OTCO,115.0237042,USD,MATCHED,HIGH,
010efca7-1727-4d09-8452-8394354d928b,PREADVICE,2021-02-27,2021-02-24,US30303M1027,OTCO,407.0695677,GBP,MATCHED,LOW,
0123e685-e746-4885-9db7-8cb8db0bdc80,PREADVICE,2021-02-27,2021-02-24,US30303M1027,OTCO,68.56786046,INR,UNMATCHED,LOW,
0139dd29-0fb9-457e-83fa-d43280144d0a,PREADVICE,2021-02-21,2021-02-24,US0378331005,SECM,433.2280563,GBP,MATCHED,LOW,
014226a0-ddf8-4dfd-96f5-38b3b8e48356,PREADVICE,2021-02-26,2021-02-24,US5949181045,SECM,106.4529758,INR,MATCHED,MEDIUM,
015f6d50-2abe-4cb3-9255-afb180abf2fb,PREADVICE,2021-02-21,2021-02-24,US0378331005,SECM,89.963985,USD,MATCHED,MEDIUM,
0175fac1-e79b-48cc-846b-8b44ae977654,PREADVICE,2021-02-27,2021-02-24,US00724F1012,OTCO,362.2795201,GBP,MATCHED,LOW,
024d646e-3ecd-4b07-bbc0-8c36546588b1,PREADVICE,2021-02-21,2021-02-24,US30303M1027,PRIM,208.9992458,INR,MATCHED,MEDIUM,
0330c86f-ac60-4345-8506-b826c390360a,PREADVICE,2021-02-27,2021-02-24,US0378331005,OTCO,421.5215781,INR,MATCHED,LOW,
033bcea4-fea9-48ab-b88b-b74de2d8c753,PREADVICE,2021-02-27,2021-02-24,US02079K1079,SECM,56.3100978,USD,MATCHED,LOW,
0342e8a5-9daf-4f87-96a3-75dd79df9f35,PREADVICE,2021-02-26,2021-02-24,US0378331005,OTCO,0.342351063,INR,MATCHED,MEDIUM,
0344198b-bcd8-43fb-bc61-9d6f2b198c42,PREADVICE,2021-02-26,2021-02-24,US17275R1023,EXCH,10.11829732,INR,UNMATCHED,MEDIUM,
037469f0-5615-42aa-a69b-612c4da6d5b3,PREADVICE,2021-02-26,2021-02-24,US17275R1023,SECM,150.7099116,USD,MATCHED,MEDIUM,
03feabb1-3c02-49d0-90ea-a4a11654f72a,PREADVICE,2021-02-26,2021-02-24,US5949181045,OTCO,840.4297279,GBP,UNMATCHED,MEDIUM,
046059d8-cc28-422b-af13-8234a0f803af,PREADVICE,2021-02-25,2021-02-24,US4592001014,PRIM,159.5890835,USD,MATCHED,HIGH,
0490511b-71d3-4809-bbf1-e533131ca0ed,PREADVICE,2021-02-27,2021-02-24,US0231351067,PRIM,264.0641942,USD,UNMATCHED,LOW,
04da2823-a6af-4056-be57-e16c53e9f796,PREADVICE,2021-02-26,2021-02-24,US0378331005,SECM,23.79399155,USD,MATCHED,MEDIUM,
04fb5068-8fca-4689-babd-42d6a7e3b758,PREADVICE,2021-02-26,2021-02-24,US5949181045,OTCO,639.4671585,INR,MATCHED,MEDIUM,
052c5d74-7e32-48e0-9355-d7110c23595c,PREADVICE,2021-02-26,2021-02-24,US0231351067,SECM,23.67091551,USD,MATCHED,MEDIUM,
0535d69c-1b07-470d-8ce3-88565955d6f3,PREADVICE,2021-02-26,2021-02-24,US0378331005,EXCH,54.71038745,GBP,MATCHED,MEDIUM,
0572718b-c1c7-4e0d-b66a-720cb2864106,PREADVICE,2021-02-26,2021-02-24,US4581401001,OTCO,792.7538696,GBP,MATCHED,MEDIUM,
057d731d-2513-4b6f-9b15-e81535309dbc,PREADVICE,2021-02-27,2021-02-24,US4592001014,SECM,70.50664221,USD,UNMATCHED,LOW,
066bca30-fb51-4f78-b19b-331e8bbea689,PREADVICE,2021-02-26,2021-02-24,US02376R1023,EXCH,574.9520451,INR,UNMATCHED,MEDIUM,
0681d029-113c-49c8-86db-1abc8cc22688,PREADVICE,2021-02-27,2021-02-24,US02079K1079,SECM,16.42229507,INR,MATCHED,LOW,
06b2daa6-9191-4b91-94e1-69d345b8ad71,PREADVICE,2021-02-26,2021-02-24,US00724F1012,EXCH,170.6479613,GBP,MATCHED,MEDIUM,
06cbe6d8-7566-4d39-8ef2-8d1cbde37814,PREADVICE,2021-02-27,2021-02-24,US4592001014,EXCH,522.2144172,USD,MATCHED,LOW,
070fffc0-3894-4aa4-bdd7-6cac3a4fd9a9,PREADVICE,2021-02-27,2021-02-24,US17275R1023,PRIM,37.24980854,USD,MATCHED,LOW,
073dd254-bc42-4c8b-b131-9734e83407e0,PREADVICE,2021-02-26,2021-02-24,US00724F1012,SECM,256.2310862,GBP,UNMATCHED,MEDIUM,
073e9fa3-87a1-45b8-bd24-7ed155e07ebe,PREADVICE,2021-02-26,2021-02-24,US30303M1027,OTCO,381.7800442,INR,MATCHED,MEDIUM,
0759abcf-607f-4966-97bf-9e9188d8e38d,PREADVICE,2021-02-25,2021-02-24,US02376R1023,EXCH,227.0404454,USD,MATCHED,HIGH,
07d36160-d5e4-4850-88e9-a415b9c814bc,PREADVICE,2021-02-26,2021-02-24,US4581401001,PRIM,259.885155,USD,ERROR,MEDIUM,
08051bc1-5b89-47a3-8003-8b2a81ed69a0,PREADVICE,2021-02-27,2021-02-24,US5949181045,EXCH,273.985535,GBP,MATCHED,LOW,
0814310a-dde7-483c-a729-94c0674a130b,PREADVICE,2021-02-25,2021-02-24,US0378331005,EXCH,248.4325388,INR,MATCHED,HIGH,
0829955a-929c-409b-994d-fe38e5f68071,PREADVICE,2021-02-26,2021-02-24,US02079K1079,SECM,35.67402445,USD,MATCHED,MEDIUM,
085723e4-2536-4652-b2cb-8e1dfeef72e1,PREADVICE,2021-02-27,2021-02-24,US0378331005,OTCO,1.933688979,USD,UNMATCHED,LOW,
08633454-bc5c-4be3-aa7b-c7bf953f7ca6,PREADVICE,2021-02-27,2021-02-24,US1729674242,EXCH,64.99076692,INR,MATCHED,LOW,
08737fd3-678f-4cd5-a109-b1d2b9c51ab9,PREADVICE,2021-02-27,2021-02-24,US02376R1023,OTCO,52.10947645,USD,UNMATCHED,LOW,
08cacc60-ac01-403b-8527-0f46acdeec4d,PREADVICE,2021-02-27,2021-02-24,US4581401001,PRIM,63.66874569,USD,ERROR,LOW,
090d62dd-a245-4826-a549-f4517c6dab8b,PREADVICE,2021-02-25,2021-02-24,US0378331005,OTCO,99.22644917,INR,UNMATCHED,HIGH,
093a7961-9518-4d41-aef9-8340d7585578,PREADVICE,2021-02-27,2021-02-24,US1729674242,SECM,102.6543194,USD,MATCHED,LOW,
098a14cf-6eb4-46d3-97c8-c226ef365de9,PREADVICE,2021-02-25,2021-02-24,US5949181045,EXCH,539.167331,GBP,ERROR,HIGH,
0a2ea7d4-f45c-48db-bb97-3fe3527f6b71,PREADVICE,2021-02-25,2021-02-24,US4581401001,PRIM,128.918658,GBP,MATCHED,HIGH,
0a3183a7-28bb-497d-b8e5-8df609ed0a33,PREADVICE,2021-02-25,2021-02-24,US4581401001,SECM,237.6260121,USD,MATCHED,HIGH,
0a559915-efdf-41a0-802c-1c4bdf7a7ba6,PREADVICE,2021-02-27,2021-02-24,US0231351067,OTCO,284.0428044,USD,ERROR,LOW,
0aab59f2-970b-4700-9fbc-2032efe64e8f,PREADVICE,2021-02-25,2021-02-24,US4581401001,PRIM,398.4565021,INR,MATCHED,HIGH,
0ab09752-88cc-4a55-8d36-66bf77705bd3,PREADVICE,2021-02-27,2021-02-24,US17275R1023,OTCO,732.5685731,USD,MATCHED,LOW,
0ae812d3-eeca-41df-a077-af755ac58c47,PREADVICE,2021-02-25,2021-02-24,US0231351067,EXCH,203.9415379,USD,MATCHED,HIGH,
0bcf7a2b-0fc4-48c2-9aa6-a8e122fbd5ab,PREADVICE,2021-02-26,2021-02-24,US30303M1027,OTCO,39.98586166,INR,MATCHED,MEDIUM,
0beb4a3a-aa45-4269-8b7f-e217cd32a3fe,PREADVICE,2021-02-27,2021-02-24,US02376R1023,SECM,5.247468692,INR,MATCHED,LOW,
0c1f6b91-2a50-4b83-a138-6be4b266fa10,PREADVICE,2021-02-26,2021-02-24,US17275R1023,OTCO,543.0343138,USD,ERROR,MEDIUM,
0c2c9462-4d96-489f-b189-3cf773d60999,PREADVICE,2021-02-25,2021-02-24,US02079K1079,SECM,487.6230002,USD,MATCHED,HIGH,
0c4daa8a-55f6-4525-b2bc-41171bf83bd3,PREADVICE,2021-02-25,2021-02-24,US5949181045,OTCO,731.8450919,GBP,MATCHED,HIGH,
0c7714c7-bbe6-43c1-9064-9d9f1a55c113,PREADVICE,2021-02-26,2021-02-24,US0231351067,EXCH,61.09576075,USD,MATCHED,MEDIUM,
0cbe4fce-65c7-44cc-bc0c-e63762ad6e67,PREADVICE,2021-02-26,2021-02-24,US1729674242,EXCH,489.5134292,INR,ERROR,MEDIUM,
0cfc124f-225a-4029-b094-92d7d86424ce,PREADVICE,2021-02-26,2021-02-24,US17275R1023,PRIM,208.2403938,INR,MATCHED,MEDIUM,
0d51377d-9580-476d-a103-21613f13436b,PREADVICE,2021-02-27,2021-02-24,US4581401001,SECM,297.4351387,INR,MATCHED,LOW,
0dc21dcb-38ab-42ff-b8e2-f83b348b18fd,PREADVICE,2021-02-25,2021-02-24,US17275R1023,SECM,396.7620165,GBP,MATCHED,HIGH,
0ddeba83-863d-4257-8000-3facee88d3d5,PREADVICE,2021-02-25,2021-02-24,US30303M1027,SECM,851.6847706,USD,MATCHED,HIGH,
0df5417a-9c4d-487a-af4d-8f08963fbb86,PREADVICE,2021-02-27,2021-02-24,US02079K1079,EXCH,572.517333,INR,UNMATCHED,LOW,
0e51e69f-89d0-4894-b01a-898a476c8daa,PREADVICE,2021-02-26,2021-02-24,US17275R1023,SECM,288.14419,INR,MATCHED,MEDIUM,
0e667d5e-b2ff-4979-a297-dafbd0b70bc0,PREADVICE,2021-02-26,2021-02-24,US5949181045,OTCO,49.4845449,USD,MATCHED,MEDIUM,
0eaaa429-5daa-4820-a687-1a47b83a6e5b,PREADVICE,2021-02-27,2021-02-24,US17275R1023,EXCH,262.3847019,GBP,MATCHED,LOW,
0eee3079-f8ee-4775-8cc0-24098918d162,PREADVICE,2021-02-25,2021-02-24,US17275R1023,PRIM,102.998688,USD,UNMATCHED,HIGH,
0f4bbbe1-73ca-4e1b-8d4c-c8c718dae8bf,PREADVICE,2021-02-26,2021-02-24,US00724F1012,SECM,187.7928069,GBP,UNMATCHED,MEDIUM,
0fe01cbc-9196-472f-956a-5953120b465b,PREADVICE,2021-02-25,2021-02-24,US17275R1023,PRIM,44.6421074,INR,UNMATCHED,HIGH,
1008c9c8-194d-4a31-b80c-29fe53761896,PREADVICE,2021-02-27,2021-02-24,US0378331005,EXCH,560.8851786,INR,MATCHED,LOW,
1023e934-8d6a-421b-823e-9aa6765bd8b1,PREADVICE,2021-02-25,2021-02-24,US4592001014,OTCO,211.6459977,INR,UNMATCHED,HIGH,
10d9599d-7189-498b-935d-a3e3df41f549,PREADVICE,2021-02-26,2021-02-24,US00724F1012,OTCO,495.6530118,USD,ERROR,MEDIUM,
10da43d4-23b7-44c9-b505-24918c7e6e2d,PREADVICE,2021-02-26,2021-02-24,US17275R1023,SECM,70.37580282,INR,MATCHED,MEDIUM,
114108dd-9a63-4bff-8ebd-998eeb89d7f0,PREADVICE,2021-02-25,2021-02-24,US4581401001,EXCH,75.39137122,USD,MATCHED,HIGH,
115c0ab1-380e-4971-9e78-3a0b08f8de2d,PREADVICE,2021-02-26,2021-02-24,US0378331005,OTCO,180.7155575,INR,MATCHED,MEDIUM,
116f1e15-fdab-450a-b3d8-dad4908f9815,PREADVICE,2021-02-27,2021-02-24,US4581401001,OTCO,193.0962752,USD,MATCHED,LOW,
119ec225-ae04-4080-8b1b-b5ae06c4fda1,PREADVICE,2021-02-26,2021-02-24,US30303M1027,SECM,1.490481477,INR,MATCHED,MEDIUM,
11c501a8-2e10-43d2-9f88-1a142adf115d,PREADVICE,2021-02-27,2021-02-24,US0378331005,OTCO,81.81527668,INR,MATCHED,LOW,
12124824-902d-4fca-9d3c-76e7befac9ec,PREADVICE,2021-02-27,2021-02-24,US0231351067,SECM,162.4714572,GBP,ERROR,LOW,
12871b5d-8bfb-4950-8f49-e628d3942e06,PREADVICE,2021-02-27,2021-02-24,US5949181045,PRIM,79.14010204,USD,UNMATCHED,LOW,
12872971-9ca0-4407-8a5b-deca41483fab,PREADVICE,2021-02-27,2021-02-24,US4592001014,EXCH,132.3727295,USD,MATCHED,LOW,
12f0f0e0-3206-43c8-8fa4-654279242c4a,PREADVICE,2021-02-26,2021-02-24,US4581401001,OTCO,17.54050447,USD,MATCHED,MEDIUM,
1341c5b2-969e-424a-a5be-8c3a385a743c,PREADVICE,2021-02-25,2021-02-24,US30303M1027,SECM,5.063964991,INR,UNMATCHED,HIGH,
13428c47-f4d8-4e4c-b566-56d49ef51e11,PREADVICE,2021-02-25,2021-02-24,US4581401001,SECM,828.9609272,USD,MATCHED,HIGH,
13479a48-3163-48db-9774-39d93a27e3e7,PREADVICE,2021-02-27,2021-02-24,US00724F1012,OTCO,397.5425093,USD,MATCHED,LOW,
1387626c-ddc6-4b8b-a36f-4bb349fddf2d,PREADVICE,2021-02-27,2021-02-24,US00724F1012,OTCO,56.29885757,USD,MATCHED,LOW,
139c4e3d-793a-4d36-beed-7c63ae344f8d,PREADVICE,2021-02-25,2021-02-24,US4581401001,OTCO,341.361787,INR,ERROR,HIGH,
13c689ab-312a-4cef-9ee2-8e829dca6f19,PREADVICE,2021-02-26,2021-02-24,US17275R1023,OTCO,9.033714926,GBP,MATCHED,MEDIUM,
143ea806-8cd6-49f1-967e-f62cb2fdb970,PREADVICE,2021-02-26,2021-02-24,US4581401001,PRIM,340.7656657,GBP,MATCHED,MEDIUM,
145d9f80-4a32-447d-a90f-85bb9008e74a,PREADVICE,2021-02-27,2021-02-24,US17275R1023,EXCH,40.97446921,USD,MATCHED,LOW,
1469b7ad-25d8-4679-98e3-97b2a3abba27,PREADVICE,2021-02-27,2021-02-24,US4592001014,EXCH,468.7335876,GBP,ERROR,LOW,
14752a75-1ac5-498e-b1af-350cbf7e6d3e,PREADVICE,2021-02-26,2021-02-24,US00724F1012,OTCO,215.1715251,GBP,UNMATCHED,MEDIUM,
1476d430-be15-4be9-bb2b-651778d67c16,PREADVICE,2021-02-25,2021-02-24,US00724F1012,SECM,41.77325253,GBP,MATCHED,HIGH,
14c62d51-a662-468f-8325-71d70f99506b,PREADVICE,2021-02-26,2021-02-24,US00724F1012,SECM,15.81551583,INR,UNMATCHED,MEDIUM,
14cfe04e-e3ce-40fe-a218-c45e55017c24,PREADVICE,2021-02-27,2021-02-24,US5949181045,PRIM,318.4847882,GBP,MATCHED,LOW,
14de69f4-a1ec-4e0e-afa4-f7d4bc66991a,PREADVICE,2021-02-27,2021-02-24,US30303M1027,SECM,26.08678565,INR,MATCHED,LOW,
15156ade-2af3-433e-944d-1b7433f78ef7,PREADVICE,2021-02-26,2021-02-24,US02079K1079,SECM,337.5593547,GBP,MATCHED,MEDIUM,
15196501-7cd5-4e7e-bd69-0ebdc7e55fae,PREADVICE,2021-02-27,2021-02-24,US0378331005,OTCO,80.11834788,USD,ERROR,LOW,
1540e8c7-2372-4781-9c8a-07c441874a4f,PREADVICE,2021-02-26,2021-02-24,US02376R1023,PRIM,79.41311334,INR,MATCHED,MEDIUM,
15675a07-f7cb-4951-99ff-f586aebe0e09,PREADVICE,2021-02-26,2021-02-24,US02376R1023,EXCH,702.3484216,GBP,MATCHED,MEDIUM,
15aa2f94-5ec2-4ce3-be26-e1651d456994,PREADVICE,2021-02-27,2021-02-24,US02376R1023,EXCH,28.85759596,INR,MATCHED,LOW,
